mue,mui,b,tauA,g_LK,g_h,c_th2ctx,c_ctx2th,score,feasible,n_passed,T9_new,T10a_new,T10b_new,T11_new,T9_mi,T10a_phase_argmax_deg,T10b_concentration,T11_up_down_ratio,pac_bimodal,shape_r,T4_q,T12_n_verified,eval
3.9316709290366276,3.0775449139402826,34.47295802194577,1751.8740267741484,0.05553093156716961,0.06943230206366863,0.009853261027656308,0.12807089421271403,-1.666667,0,10,1,1,0,1,0.009100797796237991,10.000000000000002,0.07142062902303727,1.3928681748367264,1,0.0,3.572,12,73
3.9051898502843754,3.073769249544981,35.72574649203925,1784.8992473542821,0.053607497051306206,0.06891617633670297,0.009011782907946658,0.13216850653008114,-0.833333,0,11,1,1,1,1,0.013362431956003786,10.000000000000002,0.1674061882367321,1.672683735371799,0,0.0,3.274,20,74
3.976795677769113,3.0820764549216797,35.26293756712097,1783.3550768123475,0.054835395355463695,0.06753203334662569,0.011470556669351649,0.13871779158517467,0.631333,1,12,1,1,1,1,0.017213133146660148,10.000000000000002,0.15923233123496014,1.421826356280079,1,0.5321651966694567,3.644,12,75
3.951798494950481,3.067517886460966,35.417711380075936,1774.1832294006704,0.055570890729422256,0.06782703723103198,0.012027786837211812,0.1336264577403916,-2.5,0,9,1,0,0,0,0.007893401247964284,149.99999999999997,0.06405959333092441,1.0470671977100943,1,0.0,3.118,10,76
3.9805056968257864,3.1120586236696224,34.93560581296684,1761.353026395528,0.05371850512932734,0.06890088082607437,0.009006982188760587,0.1353468070322669,-0.833333,0,11,1,1,1,1,0.00610972002696345,10.000000000000002,0.1010965434909978,1.5463726508766955,0,0.0,3.838,17,77
3.961879803532008,3.1044867885042966,34.35837870196926,1763.9977941574139,0.05248060118612159,0.06736660472566586,0.010820407162050044,0.1325700354367239,-0.833333,0,11,1,0,1,1,0.005841234132365158,70.0,0.10496608637007282,1.526628506385748,0,0.0,3.944,22,78
3.9685494554384197,3.080749099326049,35.09611088889705,1760.1994389512658,0.05487391897825475,0.06915327924976518,0.010957779198597202,0.1350716196686074,0.691455,1,12,1,1,1,1,0.014047417442583105,10.000000000000002,0.12039814038617326,1.4288887502666674,1,0.59886802280258,3.539,14,79
3.981398177903633,3.120601216284255,35.013613883982075,1772.202699668855,0.05341354175699832,0.0671193648806092,0.009328269473340027,0.13015749509826796,-0.833333,0,11,1,1,0,1,0.006259860899205988,10.000000000000002,0.06153286280880188,1.280285547227594,1,0.0,3.761,16,80
3.972819088705526,3.0897116830838294,35.0528729731898,1764.3576680336191,0.05506725390137566,0.06924537529206373,0.010413092953519082,0.13095949107139307,-0.833333,0,11,1,1,1,1,0.018723987793222954,10.000000000000002,0.21947958341504736,2.09359313664857,0,0.0,3.55,15,81
3.9872876497345273,3.087054191255976,34.62708048688712,1776.2942295605912,0.05442910514943008,0.06727844634151729,0.010762584653778544,0.1282330095133766,-1.666667,0,10,1,1,0,1,0.0069884407839414745,-10.000000000000002,0.025493775089717334,1.222920627348436,1,0.0,3.736,13,82
4.005697558382019,3.106305482588703,34.966633705618946,1783.6769383300984,0.051757147371555824,0.0669704628929842,0.010278962340788969,0.12953415369040178,0.709317,1,12,1,1,1,1,0.010847434019840653,-10.000000000000002,0.10587453420628659,1.291548629420232,1,0.5873842596657924,3.65,21,83
3.9911663350238133,3.1199151145514987,34.70419004824307,1763.1268339302906,0.054402517705665634,0.07029141946350215,0.009350366948401197,0.1340261287790967,-1.666667,0,10,1,0,0,0,0.005518273676833563,-170.0,0.07544005792989486,1.0489902064769083,1,0.0,3.867,17,84
4.017034643368238,3.0536409653108216,34.67452497381677,1770.2087514512384,0.053646480924500285,0.06933320163060697,0.010814400980761939,0.12714453496046985,-2.5,0,9,1,0,1,0,0.005223691048674736,-149.99999999999997,0.08266184771712692,0.9946234857853412,0,0.0,4.015,22,85
3.986516030340527,3.0731509536879003,35.4002916381723,1766.7182297774877,0.05353045405425346,0.06900743801826804,0.011335667743278037,0.1347029438006362,-1.666667,0,10,1,0,0,0,0.0056369961613221085,130.0,0.0490656745706325,1.1581411869588791,1,0.0,3.653,17,86
3.935078479917452,3.0934119964580304,34.74460514188546,1781.4835525224946,0.05274333490195664,0.06889366666235427,0.009766142356633728,0.12881844815236732,-0.833333,0,11,1,1,1,1,0.00886199258927089,-10.000000000000002,0.08445558029175104,1.4378763673607893,0,0.0,3.569,20,87
3.9911528658143287,3.088028962762747,34.863979216965404,1802.2900801654448,0.05372641691578596,0.06839660929406773,0.0108416547086197,0.1310725417872158,-0.833333,0,11,1,1,1,1,0.010609436497678,10.000000000000002,0.15740915095819383,1.4241774055922545,0,0.0,3.754,20,88
3.9854813444014914,3.0739516534308478,34.921443345051586,1800.775048553311,0.05312648328484326,0.0654627436881872,0.012183678255952993,0.1418471210021169,-1.666667,0,10,1,1,1,0,0.00764807873808485,10.000000000000002,0.08257722948172909,1.0709609283800035,1,0.0,3.745,18,89
3.964999746491184,3.04846336246631,34.950171179321345,1772.5596605833227,0.05397714549633344,0.06702201443499638,0.011152302403417578,0.1349627310392258,-3.333333,0,8,0,0,0,0,0.004688759496832471,149.99999999999997,0.0479785071828825,1.0747486861980797,1,0.0,3.605,13,90
3.939546629889558,3.0963390260010963,35.621311163433624,1780.4000929096592,0.0538297441752872,0.06818767622801357,0.01118799802790966,0.12729512250452854,0.651562,1,12,1,1,1,1,0.013215597407008615,10.000000000000002,0.17146646307832558,1.6378028273814484,0,0.5266247696707529,3.212,15,91
3.9783126999533143,3.0765486087099103,35.563130932240504,1774.4770638801258,0.05583495694847522,0.0670335912479642,0.011160000427743892,0.13426536686014326,-2.5,0,9,1,0,0,0,0.01316461796021664,149.99999999999997,0.0772395348985802,0.9814901688761201,1,0.0,3.741,11,92
3.954161255042135,3.08686208319409,35.382703978221166,1771.916784057244,0.05247510668818593,0.06833700469352967,0.009670318166148587,0.13201544677179589,-0.833333,0,11,1,1,0,1,0.007825375572226666,-10.000000000000002,0.03169081240156784,1.2619981644060247,1,0.0,3.4,23,93
3.9725641830471936,3.05266215941278,34.57950166019392,1785.706635390509,0.053644350641186014,0.06528038687511792,0.011357585297549233,0.13410546313118551,-2.5,0,9,1,1,0,0,0.006288027639783638,10.000000000000002,0.019530329110029825,1.1313118329413683,1,0.0,3.805,18,94
3.9577876345870022,3.059723944666814,35.27571807111426,1783.4355955542503,0.05654967162003978,0.06886230640377253,0.010960444402203116,0.13261185100088396,0.607045,1,12,1,1,1,1,0.024193792612147793,10.000000000000002,0.2175264066707651,1.77038782327061,0,0.502465094960699,3.493,12,95
3.9935589412412176,3.094993012385123,35.393838530993506,1768.5366299172751,0.05373166186441174,0.06778315628020823,0.011363542982120087,0.13827387906026198,-0.833333,0,11,1,1,0,1,0.00893535246026413,-10.000000000000002,0.0716150750442458,1.2653962974771087,1,0.0,3.677,21,96
